experiment,corpus,method,eval_index,question,evaluable,hit_rank,hit_at_1,hit_at_3,hit_at_5,reciprocal_rank,latency_ms,top1_doc_id,top1_article_number,top1_source_type,top1_score,top1_text_preview
Structural + Hybrid + Reranker,structural,hybrid_reranker,88,كيف يمكن الاستفادة من الخدمات الإضافية التي تقدمها مراكز الرعاية النهارية الأهلية ؟,True,1.0,True,True,True,1.0,224.13,582,,faq,0.7752974033355713,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | امرأة | شباب | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: كيف يمكن تقديم طلب خدمة اشعارات أهلية القبول بمراكز الرعاية النهارية الاهلية ؟ الإجابة: 1. تسجيل الدخول إلى بوابة الخدمات الالكترونية. 2. يختار المستخدم خدمة التقديم على اشعارات أهلية القبول بمراكز الرعاية 
Structural + Hybrid + Reranker,structural,hybrid_reranker,89,هل يجوز للمعين على بند الأجور تأجير عقاره الذي يملكه على الجهة الحكومية التي يعمل بها؟,True,1.0,True,True,True,1.0,171.31,593,,faq,0.6496320962905884,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يجوز نقل العامل المعين على بند الأجور إلى إحدى الجهات الحكومية مع الاحتفاظ براتبه؟ الإجابة: لا مانع من نقل العامل من جهة إلى أخرى على إحدى الوظائف المشمولة بلائحة المعينين على بند الأجور التي تتوفر لديه شروط شغلها 
Structural + Hybrid + Reranker,structural,hybrid_reranker,90,ما مدى امكانية اعادة عامل على بند الأجور انتهت خدمته بالاستقالة الى عمله مرة أخرى؟,True,1.0,True,True,True,1.0,195.99,759,,faq,0.662720263004303,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: موظف كان يشغل وظيفة معينة ثم استقال من هذه الوظيفة وعاد مرة أخرى إلى وظيفة بنفس مرتبة وظيفته السابقة وبفئتها فهل يستفيد من خدمته السابقة على هذه المرتبة وضمها إلى خدمته اللاحقة في حالة رغبته الاشتراك في المسابقات الوظ
Structural + Hybrid + Reranker,structural,hybrid_reranker,91,كيفية تعويض العامل المعين على بند الأجور عن رصيده من الاجازات العادية عند انتهاء خدمته؟,True,1.0,True,True,True,1.0,155.16,585,,faq,0.9851332902908325,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: ما مدى إمكانية تعويض ورثة العامل غير السعودي على لائحة بند الأجور عن كامل رصيده من الإجازات العادية، وصرف راتب ثلاثة أشهر عند وفاته؟ الإجابة: إن ورثة العامل غير السعودي المعين على لائحة بند الأجور يعوضون عن كامل رصيده من الإجازات العادية حتى تار
Structural + Hybrid + Reranker,structural,hybrid_reranker,92,كيف تتم معاملة موظف مبتعث للتدريب خارج المملكة وتطلب برنامجه التدريبي سفره خارج المدينة التي يعقد بها البرنامج لاستكمال متطلبات التدريب بالبرنامج؟,True,1.0,True,True,True,1.0,133.24,711,,faq,0.8703277707099915,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يشمل حكم المادة (41) من لائحة الحقوق والمزايا المالية الموظف الذي يستدعى من مقر عمله لمقابلته بهدف معرفة مدى صلاحيته للعمل خارج المملكة أو الالتحاق بإحدى الدورات التدريبية؟ الإجابة: طالما كان الاستدعاء بناءً على طل
Structural + Hybrid + Reranker,structural,hybrid_reranker,93,كيف يعامل الموظف الذي يعمل خارج المملكة في حالة التحاقه بالتدريب داخل أو خارج الدولة التي فيها مقر عمله؟,True,1.0,True,True,True,1.0,182.84,711,,faq,0.9615771770477295,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يشمل حكم المادة (41) من لائحة الحقوق والمزايا المالية الموظف الذي يستدعى من مقر عمله لمقابلته بهدف معرفة مدى صلاحيته للعمل خارج المملكة أو الالتحاق بإحدى الدورات التدريبية؟ الإجابة: طالما كان الاستدعاء بناءً على طل
Structural + Hybrid + Reranker,structural,hybrid_reranker,94,كيف يعامل الموظف المتدرب في الداخل أو الخارج في حالة إصابته بمرض وحصوله على إجازة مرضية؟,True,1.0,True,True,True,1.0,182.01,681,,faq,0.7907903790473938,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما هي الكيفية التي يعامل بها المتدرب مالياً عن دورة تدريبية جزء منها في الداخل وجزء في الخارج؟ الإجابة: يتم معاملة المتدرب مالياً في هذه الحالة على الوجه التالي: - الجزء الذي في داخل المملكة يعامل مالياً معاملة المتدر
Structural + Hybrid + Reranker,structural,hybrid_reranker,95,ما مدى إمكانية احتفاظ العامل المعين على بند الأجور براتبه عند تعيينه على وظيفة مشمولة بنظام الخدمة المدنية ولوائحه التنفيذية؟,True,1.0,True,True,True,1.0,176.51,593,,faq,0.9718354940414429,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يجوز نقل العامل المعين على بند الأجور إلى إحدى الجهات الحكومية مع الاحتفاظ براتبه؟ الإجابة: لا مانع من نقل العامل من جهة إلى أخرى على إحدى الوظائف المشمولة بلائحة المعينين على بند الأجور التي تتوفر لديه شروط شغلها 
Structural + Hybrid + Reranker,structural,hybrid_reranker,96,ما مدى جواز منح الموظف المنقول بترقية الدرجة الإضافية المنصوص عليها بالمادة (18/ب) من نظام الخدمة المدنية؟,True,1.0,True,True,True,1.0,203.16,626,,faq,0.9991276860237122,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يجوز منح الموظف الدرجة الإضافية المقررة بالمادة (18/ب) من نظام الخدمة المدنية في حالة ترقيته للمرتبة الحادية عشرة فما فوق؟ الإجابة: يجوز منح الموظف المرقى لإحدى المراتب التي تلي المرتبة العاشرة العلاوة الإضافية الو
Structural + Hybrid + Reranker,structural,hybrid_reranker,97,ما مدى إمكانية تكليف العامل المعين على بند الأجور للقيام بأعمال الوظائف المشمولة بنظام الخدمة المدنية ولوائحه التنفيذية؟,True,1.0,True,True,True,1.0,174.63,629,,faq,0.984582781791687,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى إمكانية معاملة العامل المعين على بند الأجور بأحكام كف اليد الواردة بنظام الخدمة المدنية ولوائحه التنفيذية؟ الإجابة: إن العامل المعين على بند الأجور لا يعامل وفقاً لأحكام كف اليد الخاصة بالموظفين نظراً لخضوعه لل
